performRacecourse,performRacecourseNum,raceMonth,saleCount,saleRacecourse,saleRacecourseNum,saleValue
제주,02,202501,396641,제주,02,7397532700
제주,02,202501,551263,부산경남,03,4243367300
부산경남,03,202501,17294698,서울,01,145763555700
부산경남,03,202501,383062,제주,02,5590053700
부산경남,03,202501,867522,부산경남,03,7615203600
서울,01,202502,21770609,서울,01,184614293200
서울,01,202502,414131,제주,02,5810015100
서울,01,202502,1074513,부산경남,03,8792402400
제주,02,202502,11356813,서울,01,85892304900
제주,02,202502,336900,제주,02,6100697400
제주,02,202502,480333,부산경남,03,3590183500
부산경남,03,202502,15177897,서울,01,119868622900
부산경남,03,202502,328962,제주,02,4486478500
부산경남,03,202502,734593,부산경남,03,6117920100
서울,01,202503,682676,제주,02,9555712400
서울,01,202503,35310648,서울,01,297430258200
서울,01,202503,1731694,부산경남,03,13630843700
제주,02,202503,16664910,서울,01,125546806400
제주,02,202503,496193,제주,02,8742421400
제주,02,202503,706619,부산경남,03,5185959000
부산경남,03,202503,406804,제주,02,5595399000
제주,02,202409,350023,제주,02,7146135800
부산경남,03,202503,984256,부산경남,03,7929920500
서울,01,202504,27836424,서울,01,231797787000
서울,01,202504,520567,제주,02,7586276400
서울,01,202504,1285623,부산경남,03,10163571800
제주,02,202504,14583112,서울,01,107275040000
제주,02,202504,417209,제주,02,7644237300
제주,02,202504,595159,부산경남,03,4276110400
부산경남,03,202504,334747,제주,02,4833247500
부산경남,03,202504,16043040,서울,01,126062062500
부산경남,03,202504,796486,부산경남,03,6255346800
서울,01,202505,30549118,서울,01,256931192800
서울,01,202505,586678,제주,02,8831402100
서울,01,202505,1444378,부산경남,03,11089769200
제주,02,202505,18262418,서울,01,126625615100
제주,02,202505,535895,제주,02,9366493300
제주,02,202505,763939,부산경남,03,5127161500
부산경남,03,202505,18295055,서울,01,145613571200
부산경남,03,202505,403992,제주,02,6043140900
제주,02,202412,11466096,서울,01,94169401800
부산경남,03,202505,903369,부산경남,03,7217963000
서울,01,202506,30691430,서울,01,253666123000
서울,01,202506,580008,제주,02,8059258900
서울,01,202506,1462177,부산경남,03,11567419100
제주,02,202506,453119,제주,02,7676701800
제주,02,202506,15708264,서울,01,114469949300
제주,02,202506,638538,부산경남,03,4678631500
부산경남,03,202506,426601,제주,02,5669138500
부산경남,03,202506,20272116,서울,01,157436240800
부산경남,03,202506,1036430,부산경남,03,7893721500
서울,01,202507,30264552,서울,01,243854515400
서울,01,202507,589788,제주,02,8029113300
서울,01,202507,1453923,부산경남,03,11102989600
제주,02,202507,16728255,서울,01,121392913900
제주,02,202507,500134,제주,02,8429956900
제주,02,202507,667019,부산경남,03,4888756000
부산경남,03,202507,13118412,서울,01,101584481300
부산경남,03,202507,284344,제주,02,3832232700
부산경남,03,202507,666870,부산경남,03,5067746000
서울,01,202508,30754336,서울,01,248115062100
서울,01,202508,591747,제주,02,7804722800
서울,01,202508,1518874,부산경남,03,11697505500
제주,02,202508,17061099,서울,01,122165834100
제주,02,202508,708924,부산경남,03,5127016800
부산경남,03,202508,27686856,서울,01,212964469100
부산경남,03,202508,568782,제주,02,7687519100
부산경남,03,202508,1431946,부산경남,03,10607466000
서울,01,202509,542263,제주,02,6897700200
서울,01,202509,29134369,서울,01,229428574800
서울,01,202509,1343058,부산경남,03,10075683400
제주,02,202509,16928028,서울,01,117153162800
제주,02,202509,490259,제주,02,7930502900
부산경남,03,202503,18903389,서울,01,151667553000
제주,02,202509,675939,부산경남,03,4677998000
부산경남,03,202509,367971,제주,02,4687734700
서울,01,202510,447356,제주,02,5934895800
서울,01,202510,22920138,서울,01,183294649000
부산경남,03,202509,871073,부산경남,03,6218027400
부산경남,03,202509,18025902,서울,01,134179998200
제주,02,202510,534513,부산경남,03,3735524000
제주,02,202510,387732,제주,02,6445816100
제주,02,202510,12942870,서울,01,90844714600
서울,01,202510,1062419,부산경남,03,8054807100
서울,01,202511,36411122,서울,01,285491322600
부산경남,03,202510,691724,부산경남,03,5123291400
부산경남,03,202510,315712,제주,02,4245760500
부산경남,03,202510,14789641,서울,01,110322482100
서울,01,202511,1620768,부산경남,03,12280168800
서울,01,202511,652771,제주,02,8930824700
부산경남,03,202511,19323936,서울,01,145450640200
제주,02,202511,608749,부산경남,03,4272102700
제주,02,202511,440050,제주,02,7962645500
제주,02,202508,480805,제주,02,7940811200
제주,02,202511,15684985,서울,01,108721869600
부산경남,03,202511,381131,제주,02,5251484900
부산경남,03,202511,912976,부산경남,03,6756877700
서울,01,202512,30847171,서울,01,235240106900
서울,01,202512,1307532,부산경남,03,9559550700
서울,01,202512,554516,제주,02,7297439000
제주,02,202512,14899832,서울,01,97796651100
제주,02,202512,405418,제주,02,6685229700
제주,02,202512,564384,부산경남,03,3715212100
부산경남,03,202512,18521214,서울,01,130764992300
부산경남,03,202512,829808,부산경남,03,5708271700
부산경남,03,202512,365275,제주,02,4753435400
서울,01,202601,35255362,서울,01,270183808500
서울,01,202601,1346168,부산경남,03,10194023800
서울,01,202601,566456,제주,02,7375314300
제주,02,202601,18675423,서울,01,131265189700
제주,02,202601,474456,제주,02,8005480300
부산경남,03,202601,24518922,서울,01,179313697100
제주,02,202601,660496,부산경남,03,4651085300
부산경남,03,202601,973587,부산경남,03,7184769300
부산경남,03,202601,424432,제주,02,5425275800
서울,01,202602,25360483,서울,01,194959985300
서울,01,202602,414982,제주,02,5123361900
서울,01,202602,999306,부산경남,03,7506963800
제주,02,202602,11681285,서울,01,82132483600
제주,02,202602,309590,제주,02,5003091500
제주,02,202602,419698,부산경남,03,2913409000
부산경남,03,202602,16979442,서울,01,125612408900
부산경남,03,202602,300694,제주,02,3691910300
부산경남,03,202602,685177,부산경남,03,4971088000
서울,01,202603,39892065,서울,01,297094262300
서울,01,202603,613801,제주,02,7775747600
서울,01,202603,1579477,부산경남,03,11113539400
제주,02,202603,354400,제주,02,5773254300
제주,02,202603,14126629,서울,01,96506690400
제주,02,202603,515978,부산경남,03,3448900000
부산경남,03,202603,23441910,서울,01,166470789600
부산경남,03,202603,400911,제주,02,4904101300
부산경남,03,202603,1011327,부산경남,03,6876930500
서울,01,202604,31431640,서울,01,233901376000
서울,01,202604,1190431,부산경남,03,8632579100
서울,01,202604,483773,제주,02,6500502100
제주,02,202604,14521234,서울,01,90974979900
제주,02,202604,489611,부산경남,03,3026910500
제주,02,202604,346741,제주,02,5658474700
부산경남,03,202604,838733,부산경남,03,5791182200
부산경남,03,202604,356495,제주,02,4597750000
부산경남,03,202604,20388318,서울,01,145303351600
서울,01,202605,606001,제주,02,7598864500
서울,01,202605,1513208,부산경남,03,10871131000
제주,02,202605,21735452,서울,01,149753992600
제주,02,202605,514958,제주,02,8528982100
제주,02,202605,739665,부산경남,03,5039744400
부산경남,03,202605,25536604,서울,01,186574941000
부산경남,03,202605,451041,제주,02,5778587900
부산경남,03,202605,1081399,부산경남,03,7641146700
서울,01,202606,30702631,서울,01,221605847700
서울,01,202606,474763,제주,02,5382814800
서울,01,202606,1196177,부산경남,03,8955005300
제주,02,202606,17050245,서울,01,112973176700
제주,02,202606,388136,제주,02,5899517700
제주,02,202606,545300,부산경남,03,3828933800
부산경남,03,202606,19641734,서울,01,138877416700
부산경남,03,202606,330005,제주,02,3734922700
부산경남,03,202606,794726,부산경남,03,5797590700
서울,01,202607,30646849,서울,01,223377268400
서울,01,202607,493892,제주,02,5691029900
제주,02,202607,17694760,서울,01,114157205400
서울,01,202607,1201548,부산경남,03,9076216400
제주,02,202607,410164,제주,02,5796064300
제주,02,202607,622381,부산경남,03,4205089400
부산경남,03,202607,21433189,서울,01,147804208500
부산경남,03,202607,375396,제주,02,4188398200
부산경남,03,202607,904216,부산경남,03,6406700800
서울,01,202605,38270390,서울,01,283805154400
