'대여일자','대여소번호','대여소','대여건수','반납건수'
'201806','2037',' 동작역 5번출구 동작주차공원',4,7
'201806','2038',' 동작역 7번출구',2,0
'201806','2040',' 비계 버스정류소',5,9
'201806','2050',' 노량진역 5번출구',6,2
'201806','105',' 합정역 5번출구 앞',2,1
'201806','224',' 롯데캐슬 앞',2,2
'201806','2054',' 삼익아파트',1,1
'201806','2102',' 봉림교 교통섬',1,3
'201806','2135',' 신림역 5번출구',1,0
'201806','225',' 앙카라공원 앞',1,3
'201806','2104',' 사당역 5번출구',2,1
'201806','2107',' 도림천 신화교',2,2
'201806','2112',' 서울대입구역 마에스트로',1,1
'201806','2116',' 에이스에이존빌딩',2,0
'201806','2122',' 낙성대로 입구',1,0
'201806','226',' 샛강역 1번출구 앞',2,3
'201806','2129',' 낙성대 과학전시관',1,1
'201806','2009',' 보라매역 8번출구',0,2
'201806','207',' 여의나루역 1번출구 앞',100,79
'201806','1211',' 방이삼거리',0,2
'201806','2213',' 고속터미널역 5번출구 앞',4,4
'201806','2214',' 신반포역 2번출구 앞',8,14
'201806','2217','아크로리버뷰 부지 앞',16,12
'201806','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",32,53
'201806','2220',' 반포본동 주민센터 앞',2,4
'201806','2221','하나은행 방배동지점 앞',0,3
'201806','2222','사당역 12번출구 뒤',0,3
'201806','2228','뒷벌공원 옆',0,1
'201806','2231',' 삼성타운(삼성생명) A동 맞은편',6,6
'201806','2239','교대역 6번출구',5,1
'201806','2242','양재역 11번 출구 앞',1,1
'201806','2244','교육개발원입구 교차로',1,0
'201806','2247','섬들근린공원',2,2
'201806','2255','시민의숲역 1번출구 옆',0,1
'201806','2258','구룡사 삼거리',2,0
'201806','2262',' 한신16차아파트 119동 앞',8,20
'201806','2301',' 현대고등학교 건너편',30,26
'201806','2343',' 세곡사거리 대왕파출소 앞',2,2
'201806','2259',' 잠원역 3번-4번 출구사이 ',1,1
'201806','2251',' 더케이호텔 입구(양재2) ',2,2
'201806','2309',' 청담역(우리들병원 앞)',7,5
'201806','2317',' 삼성도로공원',4,1
'201806','2311',' 학동로 래미안 아파트 앞',1,1
'201806','2302',' 교보타워 버스정류장(신논현역 3번출구 후면)',13,17
'201806','2303',' 논현역 7번출구',3,7
'201806','2304',' 신영 ROYAL PALACE 앞',2,0
'201806','2305',' MCM 본사 직영점 앞',3,0
'201806','2306',' 압구정역 2번 출구 옆',6,7
'201806','2307',' 압구정 한양 3차 아파트',20,12
'201806','2308',' 압구정파출소 앞',16,17
'201806','2310',' 청담동 맥도날드 옆(위치)',2,0
'201806','2312',' 청담역 13번 출구 앞',2,5
'201806','2313',' 금원빌딩 앞',0,4
'201806','2348',' 포스코사거리(기업은행)',0,2
'201806','2315',' 봉은사역 5번출구 옆',9,7
'201806','106',' 합정역 7번출구 앞',23,30
'201806','405',' DMC빌 앞',12,12
'201806','2316',' 삼성역 8번출구',2,1
'201806','2318',' 삼성중앙역4번출구(문화센터더 리빌)',7,4
'201806','2319',' 포스코4거리 서측(수협 삼성동 지점)',5,1
'201806','2321',' 학여울역 사거리',0,1
'201806','2322',' 삼성역 3번 출구',0,1
'201806','2325',' 대치동 버거킹대치점',2,0
'201806','406',' 상암월드컵파크 7단지 앞',2,1
'201806','2327',' 뱅뱅사거리 랜드마크타워 앞',1,6
'201806','2328',' 르네상스 호텔 사거리 역삼지하보도 7번출구 앞',0,2
'201806','2330',' 스타벅스 앞',0,1
'201806','2332',' 선릉역3번출구',0,2
'201806','2333',' 양재역 3번출구 주변',1,0
'201806','2335',' 3호선 매봉역 3번출구앞',3,2
'201806','421',' 마포구청 앞',3,5
'201806','2339',' 현대아파트 정문 앞',0,1
'201806','2340',' 삼호물산버스정류장(23370) 옆',3,2
'201806','2342',' 대청역 1번출구  뒤',5,6
'201806','1106',' 신방화사거리',0,1
'201806','1308',' 안암로터리 버스정류장 앞',7,7
'201806','407',' 마포구 육아종합지원센터',4,0
'201806','1103',' 방화역 4번출구앞',0,3
'201806','1117',' 스타벅스앞',1,0
'201806','1201',' 가락시장역 3번 출구',1,0
'201806','1212',' 송파역 2번 출구앞',0,1
'201806','408',' LG CNS앞',4,4
'201806','1231',' 잠실역 6번출구',2,6
'201806','1306',' 한성대입구역2번출구',2,1
'201806','1414',' 사가정역 1번출구',3,1
'201806','420',' 서울시 공공자전거 상암센터',4,2
'201806','1416',' 상봉역 3번출구',0,2
'201806','409',' 누리꿈스퀘어 옆',3,0
'201806','1605',' 헬스케어',2,0
'201806','419',' 홈플러스 앞',8,6
'201806','2003',' 사육신공원앞',2,4
'201806','2250',' 서초유치원 맞은편',0,1
'201806','2143',' 서울산업정보학교',1,3
'201806','418',' 월드컵경기장역 3번출구 옆',9,8
'201806','2252',' 하이브랜드 앞',1,1
'201806','1210',' 롯데월드타워(잠실역2번출구 쪽)',28,33
'201806','1218',' 방이역 4번출구',9,6
'201806','1226',' 잠실4동 주민센터 옆',1,0
'201806','1230',' 송파중학교 정문',1,0
'201806','1239',' 문정 법조단지3',1,1
'201806','107',' 신한은행 서교동금융센터점 앞',11,7
'201806','411',' DMC홍보관',3,5
'201806','1248',' 방이초등학교',2,0
'201806','1249',' 아주중학교건너편',1,1
'201806','412',' DMC산학협력연구센터 앞',1,3
'201806','1328',' 월곡역 3번출구',1,1
'201806','1925',' 동양미래대학교 정문 옆',1,0
'201806','413',' 상암월드컵파크 3단지 후문',4,3
'201806','2034',' 사당역 7번출구쪽',1,0
'201806','2211',' 서초구립반포도서관 앞',1,1
'201806','2215',' 반포종합운동장 입구',3,3
'201806','417',' DMC역 2번출구 옆',3,2
'201806','2026',' 흑석역 4번출구',2,1
'201806','2264',' 이수역 1번출구',0,1
'201806','414',' 상암동주민센터 옆',1,2
'201806','389',' 을지로4가역 1번출구',10,9
'201806','390',' 충무로역 1번출구',7,4
'201806','826',' 서울역 서부교차로2',8,16
'201806','1305',' 성북구청',1,2
'201806','2265',' 이수고가차도 남단',2,1
'201806','415',' DMC역 9번출구 앞',1,1
'201806','2139',' 서울신성초등학교',7,8
'201806','2354',' 청담역 2번출구',0,4
'201806','2355',' 삼성역 5~6번 출구 사이',9,9
'201806','2360',' 도곡1동 주민센터 교차로',0,1
'201806','2359',"' 국립국악중,고교 정문 맞은편'",2,0
'201806','2349',' 역삼빌딩 앞(하나은행 옆)',1,0
'201806','2350',' 래미안그레이튼102동앞',3,1
'201806','2352',' 서울본부세관(건설회관 앞)',2,0
'201806','2353',' 강남구청역 2번출구 뒤',0,6
'201806','2111',' 서울대입구역 1번출구',0,2
'201806','422',' 문화비축기지',3,3
'201806','500',' 어린이대공원역 3번출구 앞',3,1
'201806','590',' 건국대학교 (입학정보관)',3,6
'201806','591',' 건국대학교 (행정관)',1,1
'201806','592',' 건국대학교 학생회관',4,11
'201806','450',' 효자동 삼거리',9,6
'201806','451',' 청와대앞길',7,9
'201806','501',' 광진구의회 앞',1,2
'201806','3500',' 군자역2번출구',0,1
'201806','3504',' 원일교회',0,2
'201806','3505',' 신양초교앞 교차로',2,3
'201806','502',' 뚝섬유원지역 1번출구 앞',24,30
